nr_train,num_epochs,n_bad_epochs,num_hidden_layers,hidden_size,batch_size,af_first_layer,af_hidden_layers,af_output_layer,loss_function,dropout,batch_norm,learning_rate,optimizer,weight_decay,epoch_stopped,mse
6197,500,3,5,256,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,43,0.53214926
6198,500,3,5,256,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,55,0.55959845
6199,500,3,5,256,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,41,0.5215674
6200,500,3,5,256,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,95,1.5598577
6201,500,3,5,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,25,0.5367148
6202,500,3,5,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,400,0.514086
6203,500,3,5,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,14,0.6544886
6204,500,3,5,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,199,0.54707044
6205,500,3,5,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,8,0.90228736
6206,500,3,5,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,41,0.54777706
6207,500,3,5,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,58,0.51927423
6208,500,3,5,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,80,1.5421625
6209,500,3,7,64,16,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,9,7419.2524
6210,500,3,7,64,16,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,499,0.51623803
6211,500,3,7,64,16,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,10,13992.676
6212,500,3,7,64,16,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,85,0.597336
6213,500,3,7,64,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,8,12.731208
6214,500,3,7,64,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,386,0.5180626
6215,500,3,7,64,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,16,682788.7
6216,500,3,7,64,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,59,0.6410367
6217,500,3,7,64,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,9,2.5482829
6218,500,3,7,64,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,499,0.514494
6219,500,3,7,64,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,88,0.54176956
6220,500,3,7,64,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,213,0.9276485
6221,500,3,7,64,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,11,46.609104
6222,500,3,7,64,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,86,0.6362291
6223,500,3,7,64,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,20,0.5319535
6224,500,3,7,64,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,50,1.0509917
6225,500,3,7,64,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,9,0.62165546
6226,500,3,7,64,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,499,0.5146144
6227,500,3,7,64,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,44,0.5209322
6228,500,3,7,64,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,224,0.70281476
6229,500,3,7,64,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,12,1.4963801
6230,500,3,7,64,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,69,0.67114145
6231,500,3,7,64,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,41,0.52630746
6232,500,3,7,64,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,95,0.7307468
6233,500,3,7,64,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,13,0.51709616
6234,500,3,7,64,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,499,0.51414984
6235,500,3,7,64,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,15,0.52287745
6236,500,3,7,64,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,386,0.5623394
6237,500,3,7,64,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,11,0.67163265
6238,500,3,7,64,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,66,0.7743988
6239,500,3,7,64,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,22,0.52836466
6240,500,3,7,64,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,111,1.7035618
6241,500,3,7,64,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,26,0.52369803
6242,500,3,7,64,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,499,0.51340204
6243,500,3,7,64,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,19,0.5246628
6244,500,3,7,64,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,350,0.5718066
6245,500,3,7,64,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,15,0.6064516
6246,500,3,7,64,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,92,0.76428044
6247,500,3,7,64,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,30,0.5286355
6248,500,3,7,64,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,113,2.7519538
6249,500,3,7,64,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,22,0.52168715
6250,500,3,7,64,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,499,0.51475257
6251,500,3,7,64,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,18,0.5290633
6252,500,3,7,64,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,439,0.5365637
6253,500,3,7,64,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,17,0.75720125
6254,500,3,7,64,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,97,0.8533667
6255,500,3,7,64,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,32,0.5340406
6256,500,3,7,64,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,224,2.363148
6257,500,3,7,64,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,23,0.5168481
6258,500,3,7,64,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,499,0.5129316
6259,500,3,7,64,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,29,0.5190763
6260,500,3,7,64,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,359,0.55954355
6261,500,3,7,64,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,10,0.7841347
6262,500,3,7,64,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,121,0.77569014
6263,500,3,7,64,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,41,0.52757514
6264,500,3,7,64,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,193,2.9088962
6265,500,3,7,128,16,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,9,99923.73
6266,500,3,7,128,16,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,499,0.5250464
6267,500,3,7,128,16,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,9,23307658.0
6268,500,3,7,128,16,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,59,0.5859892
6269,500,3,7,128,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,9,1650055.1
6270,500,3,7,128,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,156,0.5168463
6271,500,3,7,128,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,13,3675495200.0
6272,500,3,7,128,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,45,0.5998445
6273,500,3,7,128,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,13,0.9103057
6274,500,3,7,128,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,378,0.51421267
6275,500,3,7,128,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,122,0.6168585
6276,500,3,7,128,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,137,0.7187929
6277,500,3,7,128,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,10,24717.184
6278,500,3,7,128,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,49,0.60920763
6279,500,3,7,128,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,14,0.5284896
6280,500,3,7,128,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,62,1.2744647
6281,500,3,7,128,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,15,581.7773
6282,500,3,7,128,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,255,0.51647985
6283,500,3,7,128,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,87,0.52227837
6284,500,3,7,128,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,92,0.7013513
6285,500,3,7,128,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,9,5203789300.0
6286,500,3,7,128,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,65,0.58815855
6287,500,3,7,128,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,10,0.52388483
6288,500,3,7,128,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,45,0.92244667
6289,500,3,7,128,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,11,0.520866
6290,500,3,7,128,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,499,0.51392525
6291,500,3,7,128,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,9,0.54790556
6292,500,3,7,128,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,206,0.5946471
6293,500,3,7,128,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,8,1424.3934
6294,500,3,7,128,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,46,0.7016189
6295,500,3,7,128,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,24,0.5196757
6296,500,3,7,128,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,69,1.7669411
6297,500,3,7,128,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,34,0.51994425
6298,500,3,7,128,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,499,0.51322085
6299,500,3,7,128,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,10,0.53915966
6300,500,3,7,128,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,257,0.6442713
6301,500,3,7,128,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,10,40676.383
6302,500,3,7,128,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,97,0.6261243
6303,500,3,7,128,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,24,0.52496165
6304,500,3,7,128,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,89,1.9056416
6305,500,3,7,128,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,16,0.5163608
6306,500,3,7,128,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,499,0.51379937
6307,500,3,7,128,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,12,0.52691376
6308,500,3,7,128,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,230,0.54626155
6309,500,3,7,128,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,22,3.7579339
6310,500,3,7,128,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,78,0.7034363
6311,500,3,7,128,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,34,0.52539855
6312,500,3,7,128,512,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,166,0.83222884
6313,500,3,7,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,15,0.51370704
6314,500,3,7,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,499,0.51291865
6315,500,3,7,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,22,0.5246993
6316,500,3,7,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,204,0.55378884
6317,500,3,7,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,36,0.6618248
6318,500,3,7,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,58,0.6860847
6319,500,3,7,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,41,0.5238345
6320,500,3,7,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,141,2.6360059
6321,500,3,7,256,16,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,9,575.4774
6322,500,3,7,256,16,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,499,0.5566283
6323,500,3,7,256,16,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,9,3.432087e+24
6324,500,3,7,256,16,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,56,0.5494363
6325,500,3,7,256,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,11,3969168.5
6326,500,3,7,256,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,60,0.5195965
6327,500,3,7,256,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,12,182164610000000.0
6328,500,3,7,256,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,49,0.55000526
6329,500,3,7,256,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,17,0.52565354
6330,500,3,7,256,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,126,0.5142631
6331,500,3,7,256,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,80,0.5427888
6332,500,3,7,256,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,45,0.6532885
6333,500,3,7,256,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,8,2945403400.0
6334,500,3,7,256,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,58,0.56713873
6335,500,3,7,256,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,13,0.5369023
6336,500,3,7,256,64,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,70,2.141575
6337,500,3,7,256,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,19,77125050.0
6338,500,3,7,256,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,118,0.51460767
6339,500,3,7,256,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,53,0.54913265
6340,500,3,7,256,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,40,0.747433
6341,500,3,7,256,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,10,30904830000.0
6342,500,3,7,256,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,67,0.5671186
6343,500,3,7,256,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,12,0.518541
6344,500,3,7,256,64,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,41,1.4709541
6345,500,3,7,256,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,22,0.51799756
6346,500,3,7,256,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,345,0.51398987
6347,500,3,7,256,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,11,0.5621128
6348,500,3,7,256,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,96,0.58764154
6349,500,3,7,256,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,20,0.6432071
6350,500,3,7,256,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,63,0.6125965
6351,500,3,7,256,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,29,0.53184795
6352,500,3,7,256,256,Tanh(),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,52,1.3084384
6353,500,3,7,256,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,0.01,torch.optim.Adam,0.0001,25,0.52470666
6354,500,3,7,256,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,False,1e-05,torch.optim.Adam,0.0001,219,0.5130595
6355,500,3,7,256,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,0.01,torch.optim.Adam,0.0001,10,0.5620198
6356,500,3,7,256,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0,True,1e-05,torch.optim.Adam,0.0001,92,0.5954896
6357,500,3,7,256,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,0.01,torch.optim.Adam,0.0001,17,0.53029305
6358,500,3,7,256,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,48,0.6072909
6359,500,3,7,256,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,0.01,torch.optim.Adam,0.0001,43,0.51861596
6360,500,3,7,256,256,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,MSELoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,60,1.4801942
