nr_train,num_epochs,n_bad_epochs,num_hidden_layers,hidden_size,batch_size,af_first_layer,af_hidden_layers,af_output_layer,loss_function,dropout,batch_norm,learning_rate,optimizer,epoch_stopped,loss,accuracy,precision,recall,f1_score,support
1729,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.01,torch.optim.SGD,30,1.2555697017720997,0.384809328710999,"[0.10117, 0.375, 0.70862, 0.95545, 0.09854]","[0.63934, 0.13433, 0.35958, 0.4089, 0.6879]","[0.17469, 0.1978, 0.47707, 0.5727, 0.17239]","[122, 335, 1143, 1416, 157]"
1730,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.01,torch.optim.Adam,8,1.3496135330921866,0.3485660258430507,"[0.08727, 0.57746, 0.80679, 0.92271, 0.0872]","[0.59016, 0.12239, 0.27034, 0.40466, 0.70701]","[0.15206, 0.20197, 0.40498, 0.56259, 0.15524]","[122, 335, 1143, 1416, 157]"
1731,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.001,torch.optim.SGD,45,1.4279409841772153,0.3315474314528837,"[0.10742, 0.15865, 0.42042, 0.71932, 0.05898]","[0.34426, 0.26567, 0.2126, 0.44703, 0.28662]","[0.16374, 0.19866, 0.28239, 0.55139, 0.09783]","[122, 335, 1143, 1416, 157]"
1732,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.001,torch.optim.Adam,11,1.240312450068414,0.3948944216829499,"[0.09543, 0.3102, 0.72545, 0.90694, 0.09683]","[0.39344, 0.22687, 0.34908, 0.43362, 0.73885]","[0.1536, 0.26207, 0.47135, 0.58672, 0.17122]","[122, 335, 1143, 1416, 157]"
1733,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.01,torch.optim.SGD,22,1.3295855447984062,0.3655846202332177,"[0.09762, 0.67164, 0.82957, 0.9298, 0.08646]","[0.67213, 0.13433, 0.28959, 0.4209, 0.67516]","[0.17048, 0.22388, 0.42931, 0.57948, 0.15329]","[122, 335, 1143, 1416, 157]"
1734,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.01,torch.optim.Adam,12,1.399945866667369,0.3340687046958714,"[0.0942, 0.28125, 0.63711, 0.9499, 0.07937]","[0.53279, 0.02687, 0.33946, 0.34816, 0.66879]","[0.1601, 0.04905, 0.44292, 0.50956, 0.14189]","[122, 335, 1143, 1416, 157]"
1735,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.001,torch.optim.SGD,53,1.4612318368236046,0.3107469271982351,"[0.08547, 0.23077, 0.4257, 0.70333, 0.0677]","[0.7377, 0.00896, 0.18548, 0.44703, 0.30573]","[0.15319, 0.01724, 0.25838, 0.54663, 0.11085]","[122, 335, 1143, 1416, 157]"
1736,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.001,torch.optim.Adam,32,1.2517399784561765,0.3722029624960605,"[0.09717, 0.29915, 0.76299, 0.94833, 0.09288]","[0.45082, 0.20896, 0.32108, 0.40184, 0.76433]","[0.15988, 0.24605, 0.45197, 0.56448, 0.16563]","[122, 335, 1143, 1416, 157]"
1737,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.01,torch.optim.SGD,27,1.2553240535237864,0.3709423258745666,"[0.08995, 0.39669, 0.79195, 0.9279, 0.09496]","[0.55738, 0.14328, 0.30971, 0.41808, 0.73248]","[0.1549, 0.21053, 0.44528, 0.57644, 0.16813]","[122, 335, 1143, 1416, 157]"
1738,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.01,torch.optim.Adam,17,1.3244929056731576,0.3488811849984242,"[0.08062, 0.31148, 0.88026, 0.90075, 0.08253]","[0.46721, 0.22687, 0.23797, 0.42302, 0.65605]","[0.13752, 0.26252, 0.37466, 0.57568, 0.14662]","[122, 335, 1143, 1416, 157]"
1739,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.001,torch.optim.SGD,87,1.288545787869013,0.3706271667191932,"[0.08351, 0.49474, 0.78205, 0.9553, 0.10075]","[0.63934, 0.1403, 0.32021, 0.40749, 0.6879]","[0.14773, 0.2186, 0.45438, 0.57129, 0.17575]","[122, 335, 1143, 1416, 157]"
1740,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.001,torch.optim.Adam,9,1.244229190519305,0.3822880554680113,"[0.10033, 0.26183, 0.74374, 0.93215, 0.09554]","[0.4918, 0.24776, 0.33771, 0.40749, 0.68153]","[0.16667, 0.2546, 0.4645, 0.56708, 0.16758]","[122, 335, 1143, 1416, 157]"
1741,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.01,torch.optim.SGD,52,1.28498982210464,0.3835486920895052,"[0.0902, 0.5375, 0.62921, 0.95556, 0.09505]","[0.56557, 0.12836, 0.39195, 0.39477, 0.6242]","[0.15558, 0.20723, 0.48302, 0.55872, 0.16498]","[122, 335, 1143, 1416, 157]"
1742,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.01,torch.optim.Adam,19,1.3978585347934154,0.3485660258430507,"[0.08696, 0.0, 0.68391, 0.92013, 0.08398]","[0.70492, 0.0, 0.31234, 0.40678, 0.55414]","[0.15482, 0.0, 0.42883, 0.56415, 0.14585]","[122, 335, 1143, 1416, 157]"
1743,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.001,torch.optim.SGD,48,1.4739207865945962,0.2902615820989599,"[0.08921, 0.15566, 0.62676, 0.69105, 0.08543]","[0.66393, 0.09851, 0.07787, 0.44703, 0.5414]","[0.15728, 0.12066, 0.13852, 0.54288, 0.14757]","[122, 335, 1143, 1416, 157]"
1744,500,3,3,16,16,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.001,torch.optim.Adam,12,1.2673529105536607,0.3706271667191932,"[0.10596, 0.2164, 0.78458, 0.95302, 0.09566]","[0.39344, 0.28358, 0.30271, 0.40113, 0.75796]","[0.16696, 0.24548, 0.43687, 0.56461, 0.16988]","[122, 335, 1143, 1416, 157]"
1745,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.01,torch.optim.SGD,37,1.2350682338925223,0.3907973526630948,"[0.08671, 0.2069, 0.60649, 0.96373, 0.10199]","[0.4918, 0.23284, 0.40857, 0.39407, 0.49045]","[0.14742, 0.2191, 0.48824, 0.5594, 0.16886]","[122, 335, 1143, 1416, 157]"
1746,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.01,torch.optim.Adam,13,1.2672034305240545,0.4062401512763945,"[0.07677, 0.32482, 0.61917, 0.9257, 0.09859]","[0.31967, 0.26567, 0.40682, 0.42232, 0.6242]","[0.12381, 0.29228, 0.49102, 0.58002, 0.17029]","[122, 335, 1143, 1416, 157]"
1747,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.001,torch.optim.SGD,72,1.263645692456998,0.3731484399621809,"[0.09287, 0.29358, 0.74949, 0.94745, 0.09767]","[0.56557, 0.19104, 0.31934, 0.40749, 0.69427]","[0.15954, 0.23146, 0.44785, 0.56988, 0.17125]","[122, 335, 1143, 1416, 157]"
1748,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.001,torch.optim.Adam,26,1.2109819873833336,0.3696816892530728,"[0.08197, 0.21264, 0.7619, 0.89614, 0.1001]","[0.45082, 0.2209, 0.29396, 0.42655, 0.66242]","[0.13871, 0.21669, 0.42424, 0.57799, 0.17391]","[122, 335, 1143, 1416, 157]"
1749,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.01,torch.optim.SGD,30,1.3031928508204196,0.3441537976678222,"[0.08619, 0.5641, 0.71166, 0.96952, 0.0966]","[0.68033, 0.13134, 0.30446, 0.35946, 0.6879]","[0.153, 0.21308, 0.42647, 0.52447, 0.16941]","[122, 335, 1143, 1416, 157]"
1750,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.01,torch.optim.Adam,13,1.3251172503949282,0.3214623384809328,"[0.09429, 0.4486, 0.86469, 0.92115, 0.08609]","[0.58197, 0.14328, 0.22922, 0.36299, 0.79618]","[0.16229, 0.21719, 0.36238, 0.52077, 0.15538]","[122, 335, 1143, 1416, 157]"
1751,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.001,torch.optim.SGD,60,1.4685827716850914,0.363693665300977,"[0.08882, 0.17668, 0.44405, 0.75879, 0.06579]","[0.66393, 0.14925, 0.32983, 0.44209, 0.12739]","[0.15667, 0.16181, 0.37851, 0.55868, 0.08677]","[122, 335, 1143, 1416, 157]"
1752,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.001,torch.optim.Adam,15,1.2603371758431596,0.3608572329026158,"[0.0879, 0.21812, 0.77176, 0.94399, 0.10397]","[0.56557, 0.19403, 0.28696, 0.40466, 0.70064]","[0.15215, 0.20537, 0.41837, 0.56649, 0.18107]","[122, 335, 1143, 1416, 157]"
1753,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.01,torch.optim.SGD,24,1.254391552120314,0.3885912385754806,"[0.0937, 0.24789, 0.67758, 0.95477, 0.10464]","[0.52459, 0.26269, 0.3622, 0.40254, 0.61783]","[0.15901, 0.25507, 0.47206, 0.56632, 0.17897]","[122, 335, 1143, 1416, 157]"
1754,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.01,torch.optim.Adam,19,1.2542189507674208,0.3737787582729278,"[0.08467, 0.29046, 0.72427, 0.89024, 0.09215]","[0.30328, 0.20896, 0.32633, 0.41243, 0.77707]","[0.13238, 0.24306, 0.44994, 0.56371, 0.16475]","[122, 335, 1143, 1416, 157]"
1755,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.001,torch.optim.SGD,66,1.2766517983089647,0.3753545540497951,"[0.09479, 0.35204, 0.7156, 0.96678, 0.09721]","[0.58197, 0.20597, 0.34121, 0.39054, 0.6879]","[0.16303, 0.25989, 0.46209, 0.55634, 0.17035]","[122, 335, 1143, 1416, 157]"
1756,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.001,torch.optim.Adam,11,1.2386129871678997,0.3939489442168295,"[0.09536, 0.29048, 0.71212, 0.93574, 0.09939]","[0.59016, 0.18209, 0.37008, 0.42161, 0.61783]","[0.1642, 0.22385, 0.48705, 0.5813, 0.17123]","[122, 335, 1143, 1416, 157]"
1757,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.01,torch.optim.SGD,32,1.285799756980263,0.3510872990860385,"[0.08317, 0.36496, 0.83333, 0.95392, 0.09143]","[0.68852, 0.14925, 0.28434, 0.39477, 0.61146]","[0.14841, 0.21186, 0.42401, 0.55844, 0.15907]","[122, 335, 1143, 1416, 157]"
1758,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.01,torch.optim.Adam,15,1.3079480796785097,0.3662149385439647,"[0.14591, 0.19686, 0.81034, 0.94176, 0.08619]","[0.33607, 0.33731, 0.28784, 0.39972, 0.71975]","[0.20347, 0.24862, 0.42479, 0.56123, 0.15395]","[122, 335, 1143, 1416, 157]"
1759,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.001,torch.optim.SGD,78,1.4744635211646289,0.2786006933501418,"[0.06607, 0.28962, 0.0, 0.73807, 0.07924]","[0.42623, 0.31642, 0.0, 0.44774, 0.58599]","[0.11441, 0.30243, 0.0, 0.55736, 0.13961]","[122, 335, 1143, 1416, 157]"
1760,500,3,3,16,16,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.001,torch.optim.Adam,15,1.265910630970525,0.3794516230696502,"[0.08943, 0.30631, 0.81062, 0.91617, 0.09622]","[0.54098, 0.20299, 0.30709, 0.4322, 0.68153]","[0.15349, 0.24417, 0.44543, 0.58733, 0.16864]","[122, 335, 1143, 1416, 157]"
1761,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.01,torch.optim.SGD,30,1.261604111224012,0.376615190671289,"[0.09103, 0.30233, 0.78344, 0.94728, 0.09786]","[0.58197, 0.15522, 0.32283, 0.41879, 0.70064]","[0.15743, 0.20513, 0.45725, 0.5808, 0.17174]","[122, 335, 1143, 1416, 157]"
1762,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.01,torch.optim.Adam,10,1.3597476497760268,0.3668452568547116,"[0.12903, 0.14358, 0.77381, 0.88278, 0.08857]","[0.36066, 0.25373, 0.28434, 0.43079, 0.63694]","[0.19006, 0.18339, 0.41587, 0.57902, 0.15552]","[122, 335, 1143, 1416, 157]"
1763,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.001,torch.optim.SGD,83,1.3146871836196146,0.3583359596596281,"[0.09524, 0.30168, 0.7619, 0.91284, 0.08526]","[0.55738, 0.16119, 0.29396, 0.40678, 0.65605]","[0.16268, 0.21012, 0.42424, 0.56277, 0.15092]","[122, 335, 1143, 1416, 157]"
1764,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.001,torch.optim.Adam,23,1.222015103951698,0.4021430822565395,"[0.09631, 0.25, 0.72318, 0.88889, 0.09731]","[0.38525, 0.17612, 0.3657, 0.45198, 0.71338]","[0.1541, 0.20665, 0.48576, 0.59925, 0.17125]","[122, 335, 1143, 1416, 157]"
1765,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,True,0.01,torch.optim.SGD,27,1.2484876544887176,0.3863851244878664,"[0.08714, 0.24848, 0.7357, 0.9197, 0.10218]","[0.34426, 0.24478, 0.32633, 0.42867, 0.77707]","[0.13907, 0.24662, 0.45212, 0.58478, 0.18061]","[122, 335, 1143, 1416, 157]"
1766,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,True,0.01,torch.optim.Adam,29,1.2866562038927338,0.3740939174283013,"[0.10026, 0.22594, 0.81612, 0.88244, 0.08852]","[0.31967, 0.32239, 0.28346, 0.42938, 0.6879]","[0.15264, 0.26568, 0.42078, 0.57767, 0.15686]","[122, 335, 1143, 1416, 157]"
1767,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,True,0.001,torch.optim.SGD,32,1.282464340128706,0.3930034667507091,"[0.09071, 0.21475, 0.72842, 0.93093, 0.10227]","[0.34426, 0.29552, 0.35433, 0.41879, 0.6879]","[0.14359, 0.24874, 0.47675, 0.57769, 0.17807]","[122, 335, 1143, 1416, 157]"
1768,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,True,0.001,torch.optim.Adam,27,1.227257975347908,0.3816577371572644,"[0.09907, 0.26429, 0.75403, 0.93959, 0.09651]","[0.43443, 0.2209, 0.32721, 0.41737, 0.75796]","[0.16134, 0.24065, 0.45638, 0.578, 0.17122]","[122, 335, 1143, 1416, 157]"
1769,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.01,torch.optim.SGD,44,1.3411360025539527,0.3923731484399622,"[0.08507, 0.35981, 0.68863, 0.92415, 0.09266]","[0.46721, 0.22985, 0.3657, 0.42161, 0.61146]","[0.14394, 0.28051, 0.47771, 0.57905, 0.16094]","[122, 335, 1143, 1416, 157]"
1770,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.01,torch.optim.Adam,15,1.3711717377329085,0.3539237314843996,"[0.09981, 0.49474, 0.85511, 0.90549, 0.08328]","[0.42623, 0.1403, 0.26334, 0.41949, 0.82166]","[0.16174, 0.2186, 0.40268, 0.57336, 0.15123]","[122, 335, 1143, 1416, 157]"
1771,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.001,torch.optim.SGD,64,1.5281231551694228,0.2404664355499527,"[0.05944, 0.11905, 1.0, 0.60286, 0.06557]","[0.98361, 0.01493, 0.00087, 0.44703, 0.02548]","[0.1121, 0.02653, 0.00175, 0.51338, 0.0367]","[122, 335, 1143, 1416, 157]"
1772,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,False,0.001,torch.optim.Adam,18,1.2664790992111368,0.3630633469902301,"[0.08997, 0.35606, 0.84553, 0.89365, 0.09643]","[0.5, 0.1403, 0.27297, 0.42726, 0.80892]","[0.1525, 0.20128, 0.4127, 0.57812, 0.17232]","[122, 335, 1143, 1416, 157]"
1773,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,True,0.01,torch.optim.SGD,17,1.3317472739604557,0.3558146864166404,"[0.10509, 0.7037, 0.80238, 0.95734, 0.08577]","[0.52459, 0.11343, 0.29484, 0.39619, 0.82166]","[0.1751, 0.19537, 0.43122, 0.56044, 0.15533]","[122, 335, 1143, 1416, 157]"
1774,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,True,0.01,torch.optim.Adam,17,1.3518048258907591,0.3687362117869524,"[0.1129, 0.20826, 0.88855, 0.91047, 0.08997]","[0.40164, 0.36119, 0.25809, 0.42373, 0.66879]","[0.17626, 0.26419, 0.4, 0.57831, 0.15861]","[122, 335, 1143, 1416, 157]"
1775,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,True,0.001,torch.optim.SGD,37,1.344061298888895,0.3665300976993381,"[0.09043, 0.52941, 0.81081, 0.92415, 0.0968]","[0.69672, 0.13433, 0.28871, 0.42161, 0.67516]","[0.16008, 0.21429, 0.42581, 0.57905, 0.16933]","[122, 335, 1143, 1416, 157]"
1776,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.2,True,0.001,torch.optim.Adam,16,1.298677650668696,0.3564450047273873,"[0.09512, 0.73585, 0.90402, 0.90991, 0.08859]","[0.62295, 0.11642, 0.25547, 0.42797, 0.75159]","[0.16504, 0.20103, 0.39836, 0.58213, 0.1585]","[122, 335, 1143, 1416, 157]"
1777,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.01,torch.optim.SGD,31,1.2602438208367257,0.3703120075638197,"[0.08503, 0.29515, 0.83831, 0.94586, 0.09865]","[0.61475, 0.2, 0.29484, 0.41949, 0.64968]","[0.1494, 0.23843, 0.43625, 0.58121, 0.17128]","[122, 335, 1143, 1416, 157]"
1778,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.01,torch.optim.Adam,32,1.2646655070808437,0.3781909864481563,"[0.07658, 0.24478, 0.72201, 0.90854, 0.09344]","[0.27869, 0.24478, 0.32721, 0.4209, 0.72611]","[0.12014, 0.24478, 0.45033, 0.57529, 0.16558]","[122, 335, 1143, 1416, 157]"
1779,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.001,torch.optim.SGD,76,1.427920679340448,0.2953041285849354,"[0.08608, 0.14286, 0.69663, 0.72014, 0.08355]","[0.66393, 0.00597, 0.10849, 0.44703, 0.61783]","[0.1524, 0.01146, 0.18774, 0.55163, 0.14719]","[122, 335, 1143, 1416, 157]"
1780,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,0.001,torch.optim.Adam,26,1.211528633474769,0.3876457611093602,"[0.10338, 0.21622, 0.748, 0.91317, 0.0968]","[0.42623, 0.26269, 0.32721, 0.43079, 0.67516]","[0.1664, 0.2372, 0.45526, 0.58541, 0.16933]","[122, 335, 1143, 1416, 157]"
1781,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,True,0.01,torch.optim.SGD,30,1.2546785759818928,0.3737787582729278,"[0.11017, 0.23759, 0.75581, 0.87198, 0.10031]","[0.42623, 0.2, 0.28434, 0.43291, 0.82166]","[0.17508, 0.21718, 0.41322, 0.57857, 0.17879]","[122, 335, 1143, 1416, 157]"
1782,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,True,0.01,torch.optim.Adam,12,1.2954230848449229,0.388906397730854,"[0.10054, 0.25, 0.71243, 0.8826, 0.09174]","[0.45902, 0.20896, 0.33596, 0.44068, 0.63694]","[0.16495, 0.22764, 0.4566, 0.58785, 0.16038]","[122, 335, 1143, 1416, 157]"
1783,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,True,0.001,torch.optim.SGD,23,1.283822039117193,0.3775606681374094,"[0.09973, 0.32995, 0.75934, 0.93049, 0.09288]","[0.61475, 0.19403, 0.32021, 0.41596, 0.65605]","[0.17162, 0.24436, 0.45046, 0.57491, 0.16272]","[122, 335, 1143, 1416, 157]"
1784,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,True,0.001,torch.optim.Adam,29,1.2256945797948025,0.3803971005357706,"[0.09331, 0.29811, 0.77602, 0.90118, 0.09956]","[0.4918, 0.23582, 0.30009, 0.4315, 0.72611]","[0.15686, 0.26333, 0.43281, 0.58357, 0.17512]","[122, 335, 1143, 1416, 157]"
1785,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.01,torch.optim.SGD,56,1.2865267635861857,0.3703120075638197,"[0.09316, 0.56338, 0.82963, 0.91756, 0.10068]","[0.77049, 0.1194, 0.29396, 0.42444, 0.66242]","[0.16622, 0.19704, 0.43411, 0.5804, 0.17479]","[122, 335, 1143, 1416, 157]"
1786,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.01,torch.optim.Adam,28,1.390963430094612,0.3536085723290261,"[0.09769, 0.17544, 0.77698, 0.89736, 0.07946]","[0.45082, 0.0597, 0.28346, 0.4322, 0.70701]","[0.16058, 0.08909, 0.41538, 0.58341, 0.14286]","[122, 335, 1143, 1416, 157]"
1787,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.001,torch.optim.SGD,57,1.4927027042403884,0.2811219665931295,"[0.08496, 0.2069, 0.85333, 0.69408, 0.08372]","[0.71311, 0.05373, 0.05599, 0.44703, 0.57325]","[0.15183, 0.08531, 0.10509, 0.54381, 0.1461]","[122, 335, 1143, 1416, 157]"
1788,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,False,0.001,torch.optim.Adam,21,1.2579063640180723,0.3747242357390482,"[0.11283, 0.2372, 0.82995, 0.91808, 0.09855]","[0.41803, 0.26269, 0.28609, 0.41949, 0.82166]","[0.1777, 0.24929, 0.4255, 0.57586, 0.17599]","[122, 335, 1143, 1416, 157]"
1789,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,True,0.01,torch.optim.SGD,16,1.3348215953384277,0.3545540497951465,"[0.10201, 0.72727, 0.87052, 0.94719, 0.08534]","[0.58197, 0.1194, 0.27647, 0.40537, 0.78981]","[0.17359, 0.20513, 0.41965, 0.56775, 0.15404]","[122, 335, 1143, 1416, 157]"
1790,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,True,0.01,torch.optim.Adam,17,1.3360994617233364,0.3306019539867633,"[0.11751, 0.5, 0.70444, 0.97059, 0.08284]","[0.40164, 0.1403, 0.27734, 0.34958, 0.89809]","[0.18182, 0.21911, 0.39799, 0.51402, 0.15169]","[122, 335, 1143, 1416, 157]"
1791,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,True,0.001,torch.optim.SGD,31,1.367982227171483,0.3479357075323038,"[0.08606, 0.58667, 0.85503, 0.91811, 0.09031]","[0.64754, 0.13134, 0.25284, 0.41172, 0.69427]","[0.15192, 0.21463, 0.39028, 0.5685, 0.15982]","[122, 335, 1143, 1416, 157]"
1792,500,3,3,16,32,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.2,True,0.001,torch.optim.Adam,18,1.2917848271505714,0.3567601638827608,"[0.1, 0.90909, 0.8764, 0.92558, 0.08537]","[0.58197, 0.08955, 0.27297, 0.42161, 0.77707]","[0.17067, 0.16304, 0.41628, 0.57933, 0.15385]","[122, 335, 1143, 1416, 157]"
1793,500,3,3,16,32,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,0.01,torch.optim.SGD,33,1.26788602876289,0.367790734320832,"[0.06869, 0.21429, 0.73373, 0.94391, 0.12022]","[0.7623, 0.20597, 0.32546, 0.41596, 0.28025]","[0.12602, 0.21005, 0.45091, 0.57745, 0.16826]","[122, 335, 1143, 1416, 157]"
