nr_train,num_epochs,n_bad_epochs,num_hidden_layers,hidden_size,batch_size,af_first_layer,af_hidden_layers,af_output_layer,loss_function,dropout,batch_norm,learning_rate,optimizer,weight_decay,epoch_stopped,loss,accuracy,precision,precision_total,recall,recall_total,f1_score,f1_score_total,support
5829,500,3,10,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,True,1e-05,torch.optim.Adam,0.0001,70,1.1656235239722512,0.3655846202332177,"[0.09091, 0.2112, 0.64245, 0.82639, 0.09657]",1.867511724401124,"[0.31967, 0.24776, 0.29396, 0.4202, 0.68153]",1.963122982303944,"[0.14156, 0.22802, 0.40336, 0.55712, 0.16917]",1.4992301864511095,"[122, 335, 1143, 1416, 157]"
5830,500,3,10,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.5,False,1e-05,torch.optim.SGD,0.0001,9,1.610940560427579,0.3602269145918689,"[0.0, 0.0, 0.36023, 0.0, 0.0]",0.3602269145918689,"[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,"[0.0, 0.0, 0.52966, 0.0, 0.0]",0.5296570898980538,"[122, 335, 1143, 1416, 157]"
5831,500,3,10,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,11,1.610448895801197,0.3602269145918689,"[0.0, 0.0, 0.36023, 0.0, 0.0]",0.3602269145918689,"[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,"[0.0, 0.0, 0.52966, 0.0, 0.0]",0.5296570898980538,"[122, 335, 1143, 1416, 157]"
5832,500,3,10,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.5,True,1e-05,torch.optim.SGD,0.0001,10,1.7945542097091671,0.1062086353608572,"[0.0, 0.10564, 0.0, 1.0, 0.0]",1.1056449069694103,"[0.0, 1.0, 0.0, 0.00141, 0.0]",1.0014124293785311,"[0.0, 0.1911, 0.0, 0.00282, 0.0]",0.1939218442372012,"[122, 335, 1143, 1416, 157]"
5833,500,3,10,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,34,1.558498332717202,0.0384494169555625,"[0.03845, 0.0, 0.0, 0.0, 0.0]",0.0384494169555625,"[1.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.07405, 0.0, 0.0, 0.0, 0.0]",0.074051593323217,"[122, 335, 1143, 1416, 157]"
5834,500,3,10,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,1e-05,torch.optim.SGD,0.0001,9,1.6098109288649125,0.0384494169555625,"[0.03845, 0.0, 0.0, 0.0, 0.0]",0.0384494169555625,"[1.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.07405, 0.0, 0.0, 0.0, 0.0]",0.074051593323217,"[122, 335, 1143, 1416, 157]"
5835,500,3,10,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,1e-05,torch.optim.Adam,0.0001,73,1.2988501418720593,0.3646391427670973,"[0.09821, 0.36111, 0.78005, 0.9479, 0.09183]",2.2790987017375044,"[0.54098, 0.19403, 0.30096, 0.39831, 0.75159]",2.185873278439844,"[0.16625, 0.25243, 0.43434, 0.56091, 0.16366]",1.5775940190099256,"[122, 335, 1143, 1416, 157]"
5836,500,3,10,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,True,1e-05,torch.optim.SGD,0.0001,15,1.6071329615332863,0.2886857863220926,"[0.08571, 0.10227, 0.38191, 0.43745, 0.07611]",1.0834621564242917,"[0.02459, 0.10746, 0.19948, 0.41243, 0.41401]",1.157970033502965,"[0.03822, 0.1048, 0.26207, 0.42457, 0.12859]",0.958247460917348,"[122, 335, 1143, 1416, 157]"
5837,500,3,10,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,True,1e-05,torch.optim.Adam,0.0001,73,1.1556722272526134,0.3671604160100851,"[0.08722, 0.23214, 0.6568, 0.84637, 0.09555]",1.9180886845163287,"[0.35246, 0.27164, 0.29134, 0.4202, 0.65605]",1.9916880856423915,"[0.13984, 0.25034, 0.40364, 0.56159, 0.1668]",1.5222049140083476,"[122, 335, 1143, 1416, 157]"
5838,500,3,10,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.5,False,1e-05,torch.optim.SGD,0.0001,8,1.6101900750940497,0.3602269145918689,"[0.0, 0.0, 0.36023, 0.0, 0.0]",0.3602269145918689,"[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,"[0.0, 0.0, 0.52966, 0.0, 0.0]",0.5296570898980538,"[122, 335, 1143, 1416, 157]"
5839,500,3,10,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,14,1.610496473312378,0.0384494169555625,"[0.03845, 0.0, 0.0, 0.0, 0.0]",0.0384494169555625,"[1.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.07405, 0.0, 0.0, 0.0, 0.0]",0.074051593323217,"[122, 335, 1143, 1416, 157]"
5840,500,3,10,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.5,True,1e-05,torch.optim.SGD,0.0001,8,1.6842687455090612,0.3447841159785692,"[0.02516, 0.0, 0.36143, 1.0, 0.0]",1.386591019627735,"[0.03279, 0.0, 0.95276, 0.00071, 0.0]",0.9862490054469782,"[0.02847, 0.0, 0.52406, 0.00141, 0.0]",0.5539427811838594,"[122, 335, 1143, 1416, 157]"
5841,500,3,10,128,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,73,1.529536433653398,0.0384494169555625,"[0.03845, 0.0, 0.0, 0.0, 0.0]",0.0384494169555625,"[1.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.07405, 0.0, 0.0, 0.0, 0.0]",0.074051593323217,"[122, 335, 1143, 1416, 157]"
5842,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,1e-05,torch.optim.SGD,0.0001,8,1.6098020163449374,0.0384494169555625,"[0.03845, 0.0, 0.0, 0.0, 0.0]",0.0384494169555625,"[1.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.07405, 0.0, 0.0, 0.0, 0.0]",0.074051593323217,"[122, 335, 1143, 1416, 157]"
5843,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,1e-05,torch.optim.Adam,0.0001,61,1.280429016460072,0.3602269145918689,"[0.09852, 0.75472, 0.80048, 0.94676, 0.09138]",2.691841007530222,"[0.59836, 0.1194, 0.29484, 0.40184, 0.78981]",2.2042468614337203,"[0.16918, 0.20619, 0.43095, 0.5642, 0.1638]",1.5343179022703315,"[122, 335, 1143, 1416, 157]"
5844,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,True,1e-05,torch.optim.SGD,0.0001,87,1.546949239210649,0.3192562243933186,"[0.06573, 0.13846, 0.41287, 0.56244, 0.10904]",1.2885484780905276,"[0.45902, 0.0806, 0.2301, 0.44209, 0.26115]",1.4729465386337623,"[0.11499, 0.10189, 0.29551, 0.49506, 0.15385]",1.1612856322510463,"[122, 335, 1143, 1416, 157]"
5845,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,True,1e-05,torch.optim.Adam,0.0001,51,1.0983940991488372,0.3816577371572644,"[0.08611, 0.22701, 0.63393, 0.83508, 0.09596]",1.8780838708192256,"[0.36066, 0.23582, 0.31059, 0.45056, 0.6051]",1.962723323107901,"[0.13902, 0.23133, 0.41691, 0.58532, 0.16565]",1.5382348487197688,"[122, 335, 1143, 1416, 157]"
5846,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.5,False,1e-05,torch.optim.SGD,0.0001,11,1.61048884825273,0.0384494169555625,"[0.03845, 0.0, 0.0, 0.0, 0.0]",0.0384494169555625,"[1.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.07405, 0.0, 0.0, 0.0, 0.0]",0.074051593323217,"[122, 335, 1143, 1416, 157]"
5847,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,8,1.6097179521213878,0.1055783170501103,"[0.0, 0.10558, 0.0, 0.0, 0.0]",0.1055783170501103,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,"[0.0, 0.19099, 0.0, 0.0, 0.0]",0.1909920182440136,"[122, 335, 1143, 1416, 157]"
5848,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.5,True,1e-05,torch.optim.SGD,0.0001,11,1.719821847568859,0.402458241411913,"[0.0, 0.0, 0.0, 0.42498, 0.04278]",0.4677640038539924,"[0.0, 0.0, 0.0, 0.89619, 0.05096]",0.947141854690705,"[0.0, 0.0, 0.0, 0.57656, 0.04651]",0.6230677387656773,"[122, 335, 1143, 1416, 157]"
5849,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,39,1.5338029384613037,0.0384494169555625,"[0.03845, 0.0, 0.0, 0.0, 0.0]",0.0384494169555625,"[1.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.07405, 0.0, 0.0, 0.0, 0.0]",0.074051593323217,"[122, 335, 1143, 1416, 157]"
5850,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,1e-05,torch.optim.SGD,0.0001,11,1.610048857602206,0.0494799873936337,"[0.0, 0.0, 0.0, 0.0, 0.04948]",0.0494799873936337,"[0.0, 0.0, 0.0, 0.0, 1.0]",1.0,"[0.0, 0.0, 0.0, 0.0, 0.09429]",0.0942942942942943,"[122, 335, 1143, 1416, 157]"
5851,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,1e-05,torch.optim.Adam,0.0001,50,1.2858833399685947,0.3551843681058935,"[0.10094, 0.70312, 0.80535, 0.94359, 0.09051]",2.643520617062513,"[0.61475, 0.13433, 0.28959, 0.38983, 0.78981]",2.218310683641465,"[0.17341, 0.22556, 0.426, 0.55172, 0.16241]",1.5391058324856546,"[122, 335, 1143, 1416, 157]"
5852,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,True,1e-05,torch.optim.SGD,0.0001,71,1.5607647137208418,0.1720768988339111,"[0.07301, 0.10753, 0.36462, 0.6253, 0.07021]",1.2406678574861616,"[0.45902, 0.0597, 0.08836, 0.18503, 0.68153]",1.473638751493576,"[0.12598, 0.07678, 0.14225, 0.28556, 0.12731]",0.7578769635541149,"[122, 335, 1143, 1416, 157]"
5853,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,True,1e-05,torch.optim.Adam,0.0001,62,1.080970012057911,0.3860699653324929,"[0.08269, 0.22753, 0.64634, 0.80328, 0.1]",1.8598405495191723,"[0.35246, 0.24179, 0.32458, 0.44986, 0.59236]",1.9610499330764293,"[0.13396, 0.23444, 0.43215, 0.57673, 0.17111]",1.548393028236965,"[122, 335, 1143, 1416, 157]"
5854,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.5,False,1e-05,torch.optim.SGD,0.0001,18,1.6105161428451538,0.1055783170501103,"[0.0, 0.10558, 0.0, 0.0, 0.0]",0.1055783170501103,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,"[0.0, 0.19099, 0.0, 0.0, 0.0]",0.1909920182440136,"[122, 335, 1143, 1416, 157]"
5855,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,11,1.609617367657748,0.3602269145918689,"[0.0, 0.0, 0.36023, 0.0, 0.0]",0.3602269145918689,"[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,"[0.0, 0.0, 0.52966, 0.0, 0.0]",0.5296570898980538,"[122, 335, 1143, 1416, 157]"
5856,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.5,True,1e-05,torch.optim.SGD,0.0001,17,1.7002633289857343,0.1055783170501103,"[0.0, 0.10581, 0.0, 0.0, 0.0]",0.105811749842072,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,"[0.0, 0.19137, 0.0, 0.0, 0.0]",0.191373893173379,"[122, 335, 1143, 1416, 157]"
5857,500,3,10,256,512,Tanh(),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,50,1.5133302450180053,0.0384494169555625,"[0.03847, 0.0, 0.0, 0.0, 0.0]",0.0384736676127404,"[1.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.0741, 0.0, 0.0, 0.0, 0.0]",0.0740965684785909,"[122, 335, 1143, 1416, 157]"
5858,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,1e-05,torch.optim.SGD,0.0001,9,1.6099952697753903,0.3602269145918689,"[0.0, 0.0, 0.36023, 0.0, 0.0]",0.3602269145918689,"[0.0, 0.0, 1.0, 0.0, 0.0]",1.0,"[0.0, 0.0, 0.52966, 0.0, 0.0]",0.5296570898980538,"[122, 335, 1143, 1416, 157]"
5859,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,False,1e-05,torch.optim.Adam,0.0001,34,1.29053222916343,0.3545540497951465,"[0.09446, 0.42424, 0.79268, 0.94898, 0.08887]",2.349234478073083,"[0.61475, 0.16716, 0.28434, 0.39407, 0.70701]",2.167331901069858,"[0.16376, 0.23983, 0.41854, 0.55689, 0.15789]",1.536909868785173,"[122, 335, 1143, 1416, 157]"
5860,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,True,1e-05,torch.optim.SGD,0.0001,59,1.5666514266620983,0.1834226284273558,"[0.05553, 0.08571, 0.48069, 0.63508, 0.08909]",1.3460940923117446,"[0.84426, 0.03582, 0.09799, 0.22246, 0.25478]",1.4553056393177524,"[0.1042, 0.05053, 0.16279, 0.3295, 0.13201]",0.7790264029563745,"[122, 335, 1143, 1416, 157]"
5861,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.0,True,1e-05,torch.optim.Adam,0.0001,31,1.1605177814310248,0.3643239836117239,"[0.07356, 0.2153, 0.65577, 0.80345, 0.09291]",1.840990061945812,"[0.30328, 0.22687, 0.29834, 0.42726, 0.61783]",1.873576349863016,"[0.1184, 0.22093, 0.4101, 0.55786, 0.16153]",1.4688252794020369,"[122, 335, 1143, 1416, 157]"
5862,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.5,False,1e-05,torch.optim.SGD,0.0001,10,1.6103564349087802,0.0384494169555625,"[0.03845, 0.0, 0.0, 0.0, 0.0]",0.0384494169555625,"[1.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.07405, 0.0, 0.0, 0.0, 0.0]",0.074051593323217,"[122, 335, 1143, 1416, 157]"
5863,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,13,1.609783970225941,0.4462653640088244,"[0.0, 0.0, 0.0, 0.44627, 0.0]",0.4462653640088244,"[0.0, 0.0, 0.0, 1.0, 0.0]",1.0,"[0.0, 0.0, 0.0, 0.61713, 0.0]",0.6171279145783395,"[122, 335, 1143, 1416, 157]"
5864,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.5,True,1e-05,torch.optim.SGD,0.0001,13,1.7199167555028745,0.4399621809013552,"[0.0, 0.0, 0.0, 0.44487, 0.0]",0.4448693435309114,"[0.0, 0.0, 0.0, 0.98588, 0.0]",0.9858757062146892,"[0.0, 0.0, 0.0, 0.61309, 0.0]",0.6130873956960913,"[122, 335, 1143, 1416, 157]"
5865,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),None,CrossEntropyLoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,48,1.5189827658913353,0.0384494169555625,"[0.03845, 0.0, 0.0, 0.0, 0.0]",0.0384494169555625,"[1.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.07405, 0.0, 0.0, 0.0, 0.0]",0.074051593323217,"[122, 335, 1143, 1416, 157]"
5866,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,1e-05,torch.optim.SGD,0.0001,11,1.6119603655555033,0.4462653640088244,"[0.0, 0.0, 0.0, 0.44627, 0.0]",0.4462653640088244,"[0.0, 0.0, 0.0, 1.0, 0.0]",1.0,"[0.0, 0.0, 0.0, 0.61713, 0.0]",0.6171279145783395,"[122, 335, 1143, 1416, 157]"
5867,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,False,1e-05,torch.optim.Adam,0.0001,46,1.2910490968010642,0.3791364639142767,"[0.08971, 0.34146, 0.72505, 0.94617, 0.09413]",2.19651936370936,"[0.61475, 0.20896, 0.33683, 0.4096, 0.59236]",2.162503425801367,"[0.15658, 0.25926, 0.45998, 0.57171, 0.16245]",1.609967181731338,"[122, 335, 1143, 1416, 157]"
5868,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,True,1e-05,torch.optim.SGD,0.0001,62,1.565073165026578,0.194453198865427,"[0.05474, 0.08491, 0.38654, 0.73529, 0.08253]",1.344006030774057,"[0.42623, 0.16119, 0.17585, 0.17655, 0.38217]",1.3219958338320963,"[0.09701, 0.11123, 0.24173, 0.28474, 0.13575]",0.8704569233719257,"[122, 335, 1143, 1416, 157]"
5869,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.0,True,1e-05,torch.optim.Adam,0.0001,53,1.1038525342941283,0.3772455089820359,"[0.08961, 0.2125, 0.63194, 0.8099, 0.09779]",1.8417378106520583,"[0.40984, 0.20299, 0.31846, 0.43927, 0.59236]",1.9629035572978293,"[0.14706, 0.20763, 0.4235, 0.5696, 0.16787]",1.515661553081305,"[122, 335, 1143, 1416, 157]"
5870,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.5,False,1e-05,torch.optim.SGD,0.0001,15,1.6098026275634765,0.0384494169555625,"[0.03845, 0.0, 0.0, 0.0, 0.0]",0.0384494169555625,"[1.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.07405, 0.0, 0.0, 0.0, 0.0]",0.074051593323217,"[122, 335, 1143, 1416, 157]"
5871,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.5,False,1e-05,torch.optim.Adam,0.0001,9,1.6098285458304666,0.0494799873936337,"[0.0, 0.0, 0.0, 0.0, 0.04948]",0.0494799873936337,"[0.0, 0.0, 0.0, 0.0, 1.0]",1.0,"[0.0, 0.0, 0.0, 0.0, 0.09429]",0.0942942942942943,"[122, 335, 1143, 1416, 157]"
5872,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.5,True,1e-05,torch.optim.SGD,0.0001,10,1.6848544684323397,0.3611723920579893,"[0.0, 0.0, 0.36151, 0.8, 0.0]",1.1615068059512503,"[0.0, 0.0, 0.99913, 0.00282, 0.0]",1.001949968118392,"[0.0, 0.0, 0.53092, 0.00563, 0.0]",0.5365456912337389,"[122, 335, 1143, 1416, 157]"
5873,500,3,10,256,512,LeakyReLU(negative_slope=0.01),LeakyReLU(negative_slope=0.01),LogSoftmax(dim=1),KLDivLoss(),0.5,True,1e-05,torch.optim.Adam,0.0001,39,1.5330773657018488,0.0384494169555625,"[0.03845, 0.0, 0.0, 0.0, 0.0]",0.0384494169555625,"[1.0, 0.0, 0.0, 0.0, 0.0]",1.0,"[0.07405, 0.0, 0.0, 0.0, 0.0]",0.074051593323217,"[122, 335, 1143, 1416, 157]"
