C,gamma,loss_ensemble
0.01,1e-05,0.8260542168674698
0.01,0.0001,0.8260542168674698
0.01,0.001,0.8260542168674698
0.01,0.01,0.8260542168674698
0.01,0.1,0.8260542168674698
0.01,1.0,0.8260542168674698
0.01,10.0,0.8260542168674698
0.01,100.0,0.8260542168674698
0.1,1e-05,0.9412650602409639
